day,time_window,context,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,neg_aff,neg_aff_Moment,neg_aff_Day,neg_aff_Person,context_Moment,context_Day,context_Person,user_id
5,5,0,-2,-1,-3,3,-1,3,-3,1,-6,-2.5,0.95,-2.19,-0.5,-0.11,0.23,XnZmIkD7kH
6,1,-1,-3,3,1,3,1,-2,-2,3,4,5.25,3.2,-2.19,-0.5,-1.11,0.23,XnZmIkD7kH
6,3,1,1,1,1,1,1,-1,1,3,-2,-0.75,3.2,-2.19,1.5,-1.11,0.23,XnZmIkD7kH
6,4,0,1,3,1,2,-2,-2,1,3,-1,0.25,3.2,-2.19,0.5,-1.11,0.23,XnZmIkD7kH
6,5,-2,2,2,3,-2,-2,2,2,1,-6,-4.75,3.2,-2.19,-1.5,-1.11,0.23,XnZmIkD7kH
7,1,1,2,-1,3,1,-2,1,1,3,-7,-2.4,-0.15,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
7,2,1,2,-1,3,1,-1,1,1,3,-4,0.6,-0.15,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
7,3,1,2,1,3,3,-1,2,2,3,-4,0.6,-0.15,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
7,4,1,2,-1,3,1,-1,2,2,2,-4,0.6,-0.15,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
7,5,-1,2,1,3,-1,-2,2,1,3,-4,0.6,-0.15,-2.19,-1.6,-0.01,0.23,XnZmIkD7kH
8,1,1,3,-1,3,1,-2,2,2,3,-8,-3,-0.55,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
8,2,1,3,-2,3,-1,-2,2,2,3,-6,-1,-0.55,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
8,3,0,2,1,3,3,-2,-1,2,3,-1,4,-0.55,-2.19,-0.6,-0.01,0.23,XnZmIkD7kH
8,4,0,2,1,3,1,-2,-1,2,3,-4,1,-0.55,-2.19,-0.6,-0.01,0.23,XnZmIkD7kH
8,5,1,2,-2,3,2,-2,1,3,3,-6,-1,-0.55,-2.19,0.4,-0.01,0.23,XnZmIkD7kH
9,1,1,2,-1,3,1,-1,1,1,3,-4,0.5,-0.05,-2.19,0.25,0.14,0.23,XnZmIkD7kH
9,3,1,3,-1,3,1,-1,1,2,3,-6,-1.5,-0.05,-2.19,0.25,0.14,0.23,XnZmIkD7kH
9,4,0,3,-1,3,1,-1,1,2,3,-5,-0.5,-0.05,-2.19,-0.75,0.14,0.23,XnZmIkD7kH
9,5,1,3,-1,3,3,-2,-1,3,3,-3,1.5,-0.05,-2.19,0.25,0.14,0.23,XnZmIkD7kH
1,1,1,1,1,1,1,1,1,1,-2,-1,2.2,-0.22,-0.72,1.6,-1.09,0.1,eOJhANAWdJ
1,2,-2,3,1,2,1,-1,2,2,-2,-2,1.2,-0.22,-0.72,-1.4,-1.09,0.1,eOJhANAWdJ
1,3,-2,2,-2,1,2,-2,2,3,-1,-6,-2.8,-0.22,-0.72,-1.4,-1.09,0.1,eOJhANAWdJ
1,4,1,1,3,3,2,1,3,1,-1,0,3.2,-0.22,-0.72,1.6,-1.09,0.1,eOJhANAWdJ
1,5,-1,3,-1,3,-3,-3,3,3,-2,-7,-3.8,-0.22,-0.72,-0.4,-1.09,0.1,eOJhANAWdJ
2,1,1,1,1,-1,2,2,-1,-1,-1,3,2.5,3.48,-0.72,0.5,0.01,0.1,eOJhANAWdJ
2,2,2,3,-2,1,-1,-1,2,1,-1,-3,-3.5,3.48,-0.72,1.5,0.01,0.1,eOJhANAWdJ
2,4,0,-1,-1,-1,-1,1,-1,-1,1,0,-0.5,3.48,-0.72,-0.5,0.01,0.1,eOJhANAWdJ
2,5,-1,-1,1,1,2,1,-1,1,1,2,1.5,3.48,-0.72,-1.5,0.01,0.1,eOJhANAWdJ
3,1,0,1,1,1,1,1,1,1,-1,3,5,0.98,-0.72,-0.75,0.26,0.1,eOJhANAWdJ
3,3,0,-1,-1,-2,-2,-1,-2,-1,-2,1,3,0.98,-0.72,-0.75,0.26,0.1,eOJhANAWdJ
3,4,1,3,3,1,1,-3,-3,-3,3,-8,-6,0.98,-0.72,0.25,0.26,0.1,eOJhANAWdJ
3,5,2,3,3,-2,1,-2,3,3,-3,-4,-2,0.98,-0.72,1.25,0.26,0.1,eOJhANAWdJ
4,1,1,1,1,1,1,1,1,1,1,-3,0.5,-0.52,-0.72,-0.25,0.76,0.1,eOJhANAWdJ
4,2,1,3,-2,2,2,-2,1,3,1,-3,0.5,-0.52,-0.72,-0.25,0.76,0.1,eOJhANAWdJ
4,3,2,1,1,1,1,-1,-1,1,-1,-4,-0.5,-0.52,-0.72,0.75,0.76,0.1,eOJhANAWdJ
4,4,1,2,-2,1,1,1,2,2,1,-4,-0.5,-0.52,-0.72,-0.25,0.76,0.1,eOJhANAWdJ
5,1,1,3,-1,3,-1,3,3,3,-2,-8,-2.75,-2.27,-0.72,0.5,0.01,0.1,eOJhANAWdJ
5,2,0,1,1,1,1,1,1,1,1,-1,4.25,-2.27,-0.72,-0.5,0.01,0.1,eOJhANAWdJ
5,3,1,2,-2,2,1,-1,2,2,-1,-4,1.25,-2.27,-0.72,0.5,0.01,0.1,eOJhANAWdJ
5,4,0,3,-3,3,1,-3,3,-3,-3,-8,-2.75,-2.27,-0.72,-0.5,0.01,0.1,eOJhANAWdJ
6,1,1,3,-1,1,-1,-1,1,3,-1,-4,-0.5,-0.52,-0.72,0.25,0.26,0.1,eOJhANAWdJ
6,2,1,3,-3,3,1,-3,3,3,-1,-5,-1.5,-0.52,-0.72,0.25,0.26,0.1,eOJhANAWdJ
6,3,1,2,-1,2,-1,-1,1,1,-1,-4,-0.5,-0.52,-0.72,0.25,0.26,0.1,eOJhANAWdJ
6,4,0,3,3,3,3,2,3,3,-3,-1,2.5,-0.52,-0.72,-0.75,0.26,0.1,eOJhANAWdJ
7,1,2,3,-2,1,1,-2,3,3,-2,-6,-2.75,-0.27,-0.72,1.25,0.26,0.1,eOJhANAWdJ
7,2,1,1,-1,2,2,-1,3,2,1,-1,2.25,-0.27,-0.72,0.25,0.26,0.1,eOJhANAWdJ
7,3,1,2,1,1,1,-1,1,1,1,0,3.25,-0.27,-0.72,0.25,0.26,0.1,eOJhANAWdJ
7,5,-1,2,2,2,1,-2,3,3,1,-6,-2.75,-0.27,-0.72,-1.75,0.26,0.1,eOJhANAWdJ
8,1,0,2,-1,3,3,3,1,3,3,4,7.67,-0.68,-0.72,0,-0.49,0.1,eOJhANAWdJ
8,2,-1,3,-3,3,1,-3,3,3,3,-8,-4.33,-0.68,-0.72,-1,-0.49,0.1,eOJhANAWdJ
8,3,1,3,-2,1,-3,-3,-1,1,3,-7,-3.33,-0.68,-0.72,1,-0.49,0.1,eOJhANAWdJ
1,1,0,2,-3,3,-3,-2,3,2,-3,-5,-0.4,-1.29,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
1,2,1,2,-2,3,-2,1,2,2,-3,-5,-0.4,-1.29,-1.05,0.4,-0.32,0.54,PtNpvkGTt8
1,3,0,2,-3,3,-2,-2,2,2,-1,0,4.6,-1.29,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
1,4,0,2,-2,3,-2,-2,2,2,-2,-5,-0.4,-1.29,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
1,5,2,2,-2,3,-3,-3,3,3,2,-8,-3.4,-1.29,-1.05,1.4,-0.32,0.54,PtNpvkGTt8
2,1,2,3,-3,3,-2,-3,2,3,2,-6,-0.6,-2.09,-1.05,0.8,0.28,0.54,PtNpvkGTt8
2,2,1,3,-3,3,-2,-3,2,3,2,-4,1.4,-2.09,-1.05,-0.2,0.28,0.54,PtNpvkGTt8
2,3,1,3,-3,3,-3,-3,2,3,2,-4,1.4,-2.09,-1.05,-0.2,0.28,0.54,PtNpvkGTt8
2,4,2,3,-3,3,-3,-3,2,3,2,-7,-1.6,-2.09,-1.05,0.8,0.28,0.54,PtNpvkGTt8
2,5,0,3,-3,3,-3,-3,2,2,2,-6,-0.6,-2.09,-1.05,-1.2,0.28,0.54,PtNpvkGTt8
3,1,2,3,-3,2,-2,-3,2,3,2,-6,-0.67,-2.02,-1.05,0.67,0.41,0.54,PtNpvkGTt8
3,2,0,3,-3,3,-3,-3,2,3,2,-5,0.33,-2.02,-1.05,-1.33,0.41,0.54,PtNpvkGTt8
3,5,2,3,-3,3,-2,-3,3,3,2,-5,0.33,-2.02,-1.05,0.67,0.41,0.54,PtNpvkGTt8
4,2,0,2,-1,1,-2,-3,3,2,-1,-4,0.5,-1.19,-1.05,-0.5,-0.42,0.54,PtNpvkGTt8
4,3,1,3,-3,2,-3,-3,3,3,1,-5,-0.5,-1.19,-1.05,0.5,-0.42,0.54,PtNpvkGTt8
5,1,0,1,-2,3,-2,-1,2,1,-1,4,3.25,4.06,-1.05,-1,0.08,0.54,PtNpvkGTt8
5,2,2,1,-1,3,-2,-2,3,2,-1,0,-0.75,4.06,-1.05,1,0.08,0.54,PtNpvkGTt8
5,3,1,2,-2,3,-2,-2,2,2,1,-1,-1.75,4.06,-1.05,0,0.08,0.54,PtNpvkGTt8
5,4,1,1,-2,3,-2,-3,2,1,-2,0,-0.75,4.06,-1.05,0,0.08,0.54,PtNpvkGTt8
6,1,0,2,-2,3,-1,-3,2,1,1,3,3,3.31,-1.05,-0.75,-0.17,0.54,PtNpvkGTt8
6,2,0,2,-2,2,-1,-3,3,1,-1,3,3,3.31,-1.05,-0.75,-0.17,0.54,PtNpvkGTt8
6,3,1,2,-2,3,-2,-3,1,2,1,0,0,3.31,-1.05,0.25,-0.17,0.54,PtNpvkGTt8
6,5,2,2,-3,3,-3,-3,3,2,2,-6,-6,3.31,-1.05,1.25,-0.17,0.54,PtNpvkGTt8
7,1,2,1,-3,3,-2,-2,2,2,1,-4,-3.2,2.51,-1.05,1.4,-0.32,0.54,PtNpvkGTt8
7,2,1,2,-2,3,-2,-3,2,2,1,-4,-3.2,2.51,-1.05,0.4,-0.32,0.54,PtNpvkGTt8
7,3,0,2,-1,3,-2,-2,2,1,-1,1,1.8,2.51,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
7,4,0,2,-2,3,-2,-1,2,2,-2,0,0.8,2.51,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
7,5,0,1,-2,3,-2,-2,2,-2,-1,3,3.8,2.51,-1.05,-0.6,-0.32,0.54,PtNpvkGTt8
8,1,2,3,-3,3,-3,-3,-2,3,2,-6,0.6,-3.29,-1.05,0.6,0.48,0.54,PtNpvkGTt8
8,2,1,3,-3,3,-2,-3,3,3,2,-7,-0.4,-3.29,-1.05,-0.4,0.48,0.54,PtNpvkGTt8
8,3,2,2,-3,3,-3,-3,2,3,2,-6,0.6,-3.29,-1.05,0.6,0.48,0.54,PtNpvkGTt8
8,4,1,2,-3,3,-3,-3,2,3,2,-7,-0.4,-3.29,-1.05,-0.4,0.48,0.54,PtNpvkGTt8
8,5,1,3,-3,3,-3,-3,3,3,2,-7,-0.4,-3.29,-1.05,-0.4,0.48,0.54,PtNpvkGTt8
1,1,0,1,-2,2,1,-2,2,2,1,-1,-0.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,1,0,1,-2,2,1,-2,2,2,1,-1,-0.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,2,0,2,-2,2,1,-2,2,2,1,-4,-3.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,2,0,2,-2,2,1,-2,2,2,1,-4,-3.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,3,-1,2,-2,2,1,-2,2,2,1,-3,-2.2,2.66,-1.2,-0.4,-1.02,0.04,slhaSZvOpM
1,3,-1,2,-2,2,1,-2,2,2,1,-3,-2.2,2.66,-1.2,-0.4,-1.02,0.04,slhaSZvOpM
1,4,0,2,-2,2,1,-2,2,2,1,-3,-2.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,4,0,2,-2,2,1,-2,2,2,1,-3,-2.2,2.66,-1.2,0.6,-1.02,0.04,slhaSZvOpM
1,5,-2,1,-2,3,2,-2,-1,2,3,7,7.8,2.66,-1.2,-1.4,-1.02,0.04,slhaSZvOpM
1,5,-2,1,-2,3,2,-2,-1,2,3,7,7.8,2.66,-1.2,-1.4,-1.02,0.04,slhaSZvOpM
2,1,0,2,-2,2,-2,1,2,1,1,-5,-3.4,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,1,0,2,-2,2,-2,1,2,1,1,-5,-3.4,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,2,1,2,-3,2,-2,-2,2,1,1,-2,-0.4,1.86,-1.2,1,-0.42,0.04,slhaSZvOpM
2,2,1,2,-3,2,-2,-2,2,1,1,-2,-0.4,1.86,-1.2,1,-0.42,0.04,slhaSZvOpM
2,3,0,2,-2,3,-2,-3,2,2,1,-2,-0.4,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,3,0,2,-2,3,-2,-3,2,2,1,-2,-0.4,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,4,0,2,-1,3,1,-2,2,2,2,1,2.6,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,4,0,2,-1,3,1,-2,2,2,2,1,2.6,1.86,-1.2,0,-0.42,0.04,slhaSZvOpM
2,5,-1,2,1,3,1,-2,1,2,3,0,1.6,1.86,-1.2,-1,-0.42,0.04,slhaSZvOpM
2,5,-1,2,1,3,1,-2,1,2,3,0,1.6,1.86,-1.2,-1,-0.42,0.04,slhaSZvOpM
3,1,1,2,-2,3,-1,-2,2,2,1,-5,-1.8,0.26,-1.2,0.8,-0.22,0.04,slhaSZvOpM
3,1,1,2,-2,3,-1,-2,2,2,1,-5,-1.8,0.26,-1.2,0.8,-0.22,0.04,slhaSZvOpM
3,2,0,2,-2,3,-1,-2,2,2,1,-5,-1.8,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,2,0,2,-2,3,-1,-2,2,2,1,-5,-1.8,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,3,0,2,-3,3,-2,-2,2,2,1,-4,-0.8,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,3,0,2,-3,3,-2,-2,2,2,1,-4,-0.8,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,4,0,3,-3,3,1,-2,2,2,1,-3,0.2,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,4,0,3,-3,3,1,-2,2,2,1,-3,0.2,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,5,0,1,-1,3,-2,-1,2,-1,3,1,4.2,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
3,5,0,1,-1,3,-2,-1,2,-1,3,1,4.2,0.26,-1.2,-0.2,-0.22,0.04,slhaSZvOpM
4,1,0,2,-3,3,-2,-1,2,2,1,-4,0,-0.54,-1.2,-0.4,-0.02,0.04,slhaSZvOpM
4,1,0,2,-3,3,-2,-1,2,2,1,-4,0,-0.54,-1.2,-0.4,-0.02,0.04,slhaSZvOpM
4,2,-1,2,-2,1,2,-2,1,2,2,1,5,-0.54,-1.2,-1.4,-0.02,0.04,slhaSZvOpM
4,2,-1,2,-2,1,2,-2,1,2,2,1,5,-0.54,-1.2,-1.4,-0.02,0.04,slhaSZvOpM
4,3,0,2,-3,3,1,-3,2,2,1,-5,-1,-0.54,-1.2,-0.4,-0.02,0.04,slhaSZvOpM
4,3,0,2,-3,3,1,-3,2,2,1,-5,-1,-0.54,-1.2,-0.4,-0.02,0.04,slhaSZvOpM
4,4,1,2,-2,3,1,-2,2,2,1,-5,-1,-0.54,-1.2,0.6,-0.02,0.04,slhaSZvOpM
4,4,1,2,-2,3,1,-2,2,2,1,-5,-1,-0.54,-1.2,0.6,-0.02,0.04,slhaSZvOpM
4,5,2,2,-2,3,1,-2,2,2,2,-7,-3,-0.54,-1.2,1.6,-0.02,0.04,slhaSZvOpM
4,5,2,2,-2,3,1,-2,2,2,2,-7,-3,-0.54,-1.2,1.6,-0.02,0.04,slhaSZvOpM
5,1,1,3,-3,3,1,-2,-1,2,3,-3,1.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,1,1,3,-3,3,1,-2,-1,2,3,-3,1.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,2,1,2,-3,3,-2,-2,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,2,1,2,-3,3,-2,-2,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,3,1,2,-3,3,-2,-3,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,3,1,2,-3,3,-2,-3,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,4,1,2,-2,3,-2,-2,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
5,4,1,2,-2,3,-2,-2,2,2,1,-5,-0.5,-1.04,-1.2,0,0.58,0.04,slhaSZvOpM
6,1,0,2,-3,3,-2,-3,2,2,1,-3,1.6,-1.14,-1.2,-0.8,0.38,0.04,slhaSZvOpM
6,1,0,2,-3,3,-2,-3,2,2,1,-3,1.6,-1.14,-1.2,-0.8,0.38,0.04,slhaSZvOpM
6,2,1,2,-3,3,-2,-3,2,2,1,-6,-1.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,2,1,2,-3,3,-2,-3,2,2,1,-6,-1.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,3,1,2,-3,3,-2,-2,2,2,1,-5,-0.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,3,1,2,-3,3,-2,-2,2,2,1,-5,-0.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,4,1,2,-3,3,1,-3,2,2,2,-5,-0.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,4,1,2,-3,3,1,-3,2,2,2,-5,-0.4,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,5,1,2,-3,3,-2,-2,2,2,1,-4,0.6,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
6,5,1,2,-3,3,-2,-2,2,2,1,-4,0.6,-1.14,-1.2,0.2,0.38,0.04,slhaSZvOpM
7,1,1,3,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,1,1,3,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,2,1,3,-2,3,-3,-3,2,2,1,-6,-1,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,2,1,3,-2,3,-3,-3,2,2,1,-6,-1,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,3,1,3,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,3,1,3,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,4,1,2,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,4,1,2,-3,3,-2,-3,2,2,1,-5,0,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,5,1,2,-3,3,-2,-3,2,2,1,-4,1,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
7,5,1,2,-3,3,-2,-3,2,2,1,-4,1,-1.54,-1.2,0,0.58,0.04,slhaSZvOpM
8,1,1,3,-3,3,-2,-3,2,2,2,-5,-1,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,1,1,3,-3,3,-2,-3,2,2,2,-5,-1,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,2,0,2,-3,3,1,-3,2,2,1,-3,1,-0.54,-1.2,-0.6,0.17,0.04,slhaSZvOpM
8,2,0,2,-3,3,1,-3,2,2,1,-3,1,-0.54,-1.2,-0.6,0.17,0.04,slhaSZvOpM
8,3,1,2,-3,3,-2,-3,2,2,1,-4,0,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,3,1,2,-3,3,-2,-3,2,2,1,-4,0,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,4,1,3,-3,3,1,-2,2,2,2,-4,0,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,4,1,3,-3,3,1,-2,2,2,2,-4,0,-0.54,-1.2,0.4,0.17,0.04,slhaSZvOpM
8,5,0,3,-3,3,-2,-3,2,2,2,-4,0,-0.54,-1.2,-0.6,0.17,0.04,slhaSZvOpM
8,5,0,3,-3,3,-2,-3,2,2,2,-4,0,-0.54,-1.2,-0.6,0.17,0.04,slhaSZvOpM
1,2,0,-1,-2,1,1,1,1,-2,2,-1,-5,5.71,0.55,0.75,-1.19,0.05,VtVcb7QV8N
1,3,-1,-3,2,-1,3,3,-1,-3,3,7,3,5.71,0.55,-0.25,-1.19,0.05,VtVcb7QV8N
1,4,-1,-1,2,-2,3,2,-3,-3,2,5,1,5.71,0.55,-0.25,-1.19,0.05,VtVcb7QV8N
1,5,-1,-1,2,-2,3,2,-3,-2,3,5,1,5.71,0.55,-0.25,-1.19,0.05,VtVcb7QV8N
2,1,1,-1,1,2,3,-1,-1,-2,2,-2,-0.8,0.51,0.55,0.6,-0.04,0.05,VtVcb7QV8N
2,2,0,-1,-1,1,-1,-1,-1,-2,1,0,1.2,0.51,0.55,-0.4,-0.04,0.05,VtVcb7QV8N
2,3,1,1,-1,1,-1,-1,-1,1,1,-2,-0.8,0.51,0.55,0.6,-0.04,0.05,VtVcb7QV8N
2,4,-1,-2,2,2,3,1,-1,-2,2,2,3.2,0.51,0.55,-1.4,-0.04,0.05,VtVcb7QV8N
2,5,1,2,-2,2,1,1,1,-2,2,-4,-2.8,0.51,0.55,0.6,-0.04,0.05,VtVcb7QV8N
3,1,1,2,-1,1,-1,-1,2,-2,3,-4,-0.2,-2.09,0.55,0,0.56,0.05,VtVcb7QV8N
3,2,1,-1,2,2,-1,-2,-2,-1,-2,-3,0.8,-2.09,0.55,0,0.56,0.05,VtVcb7QV8N
3,3,1,1,-2,1,1,-2,-1,1,2,-4,-0.2,-2.09,0.55,0,0.56,0.05,VtVcb7QV8N
3,4,1,1,-1,1,-1,-2,-1,1,2,-4,-0.2,-2.09,0.55,0,0.56,0.05,VtVcb7QV8N
3,5,1,1,-1,-2,-1,-2,-1,1,-1,-4,-0.2,-2.09,0.55,0,0.56,0.05,VtVcb7QV8N
4,1,1,1,-1,2,-2,-1,-1,1,2,-4,-0.6,-1.69,0.55,0.6,-0.04,0.05,VtVcb7QV8N
4,2,1,2,-1,1,-1,-1,1,-1,1,-3,0.4,-1.69,0.55,0.6,-0.04,0.05,VtVcb7QV8N
4,3,-2,1,2,1,2,1,2,1,1,-3,0.4,-1.69,0.55,-2.4,-0.04,0.05,VtVcb7QV8N
4,4,1,1,-2,1,2,1,1,1,1,-3,0.4,-1.69,0.55,0.6,-0.04,0.05,VtVcb7QV8N
4,5,1,2,-2,1,-1,-2,2,-2,2,-4,-0.6,-1.69,0.55,0.6,-0.04,0.05,VtVcb7QV8N
5,1,1,1,-2,2,-2,-2,-1,2,2,-5,-4.2,0.91,0.55,0.8,-0.24,0.05,VtVcb7QV8N
5,2,1,1,-1,1,2,-1,-1,-1,1,-2,-1.2,0.91,0.55,0.8,-0.24,0.05,VtVcb7QV8N
5,3,1,1,-1,1,-1,-1,1,-1,1,-4,-3.2,0.91,0.55,0.8,-0.24,0.05,VtVcb7QV8N
5,4,-1,1,-2,2,1,1,-1,-1,2,3,3.8,0.91,0.55,-1.2,-0.24,0.05,VtVcb7QV8N
5,5,-1,1,2,-2,1,2,-2,-2,2,4,4.8,0.91,0.55,-1.2,-0.24,0.05,VtVcb7QV8N
6,1,0,-1,1,1,1,1,-1,-1,2,3,5,-0.29,0.55,-0.75,0.31,0.05,VtVcb7QV8N
6,2,1,1,-1,1,-1,-1,1,1,1,-3,-1,-0.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
6,4,1,1,-1,1,-1,-1,1,-1,1,-4,-2,-0.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
6,5,1,1,-1,1,-1,-1,1,1,1,-4,-2,-0.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
7,2,0,1,1,-2,-1,1,1,-1,-1,-1,2,-1.29,0.55,-0.75,0.31,0.05,VtVcb7QV8N
7,3,1,1,-1,1,-1,-2,-1,-1,1,-3,0,-1.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
7,4,1,1,-1,1,-1,-2,-1,-1,1,-3,0,-1.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
7,5,1,1,-1,-1,-1,-1,2,1,1,-5,-2,-1.29,0.55,0.25,0.31,0.05,VtVcb7QV8N
8,1,0,1,-1,1,-1,1,1,1,1,-3,0.5,-1.79,0.55,-0.75,0.31,0.05,VtVcb7QV8N
8,3,1,1,1,1,-1,1,1,1,1,-3,0.5,-1.79,0.55,0.25,0.31,0.05,VtVcb7QV8N
8,4,1,1,-1,1,-1,-1,1,1,1,-4,-0.5,-1.79,0.55,0.25,0.31,0.05,VtVcb7QV8N
8,5,1,1,-1,1,-1,-1,1,1,1,-4,-0.5,-1.79,0.55,0.25,0.31,0.05,VtVcb7QV8N
1,1,0,1,2,3,2,1,1,2,1,-2,-3,2.23,1.03,1.2,-1.33,-0.26,yPATTJyNZk
1,2,-1,2,2,3,3,2,1,2,1,-2,-3,2.23,1.03,0.2,-1.33,-0.26,yPATTJyNZk
1,3,-2,2,1,3,2,1,2,2,2,1,0,2.23,1.03,-0.8,-1.33,-0.26,yPATTJyNZk
1,4,-2,-1,2,3,3,-1,1,1,1,6,5,2.23,1.03,-0.8,-1.33,-0.26,yPATTJyNZk
1,5,-1,1,1,3,2,-1,2,1,1,2,1,2.23,1.03,0.2,-1.33,-0.26,yPATTJyNZk
2,1,0,1,-1,3,-1,-1,2,2,1,-1,1.33,-1.1,1.03,-0.33,0.21,-0.26,yPATTJyNZk
2,2,1,2,-1,3,-1,-1,2,1,1,-2,0.33,-1.1,1.03,0.67,0.21,-0.26,yPATTJyNZk
2,4,0,1,-2,3,1,-1,2,1,1,-4,-1.67,-1.1,1.03,-0.33,0.21,-0.26,yPATTJyNZk
3,1,1,2,-1,3,1,-1,2,2,2,-5,-1,-2.77,1.03,0.2,0.67,-0.26,yPATTJyNZk
3,2,1,2,-2,3,-2,-2,2,2,2,-5,-1,-2.77,1.03,0.2,0.67,-0.26,yPATTJyNZk
3,3,0,-1,-1,3,1,1,1,-1,1,-1,3,-2.77,1.03,-0.8,0.67,-0.26,yPATTJyNZk
3,4,1,1,-1,3,2,1,2,1,1,-3,1,-2.77,1.03,0.2,0.67,-0.26,yPATTJyNZk
3,5,1,1,-1,3,-1,-1,2,1,2,-6,-2,-2.77,1.03,0.2,0.67,-0.26,yPATTJyNZk
4,2,0,-1,1,3,2,2,1,-1,1,0,0.33,0.9,1.03,0,-0.13,-0.26,yPATTJyNZk
4,3,0,1,-1,3,2,1,1,2,1,-2,-1.67,0.9,1.03,0,-0.13,-0.26,yPATTJyNZk
4,4,0,-1,-1,3,2,1,-1,1,1,1,1.33,0.9,1.03,0,-0.13,-0.26,yPATTJyNZk
5,1,0,1,-1,3,-1,-1,2,1,1,-3,-0.8,-0.97,1.03,-0.2,0.07,-0.26,yPATTJyNZk
5,2,0,1,-1,3,-1,-1,2,1,1,-2,0.2,-0.97,1.03,-0.2,0.07,-0.26,yPATTJyNZk
